Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-11-18 00:00:00-05:00,27.50994353994366,30.230710021366832,24.184566404905866,26.603023529052734,62546380,0.0,0.0
1999-11-19 00:00:00-05:00,25.960626837469434,25.998416524737365,24.071208573781718,24.411304473876953,15234146,0.0,0.0
1999-11-22 00:00:00-05:00,24.978122220529226,26.603023529052734,24.222354469995057,26.603023529052734,6577870,0.0,0.0
1999-11-23 00:00:00-05:00,25.696106057792992,26.376297788049982,24.1845703125,24.1845703125,5975611,0.0,0.0
1999-11-24 00:00:00-05:00,24.26014335239967,25.356006877206283,24.184565612509964,24.826969146728516,4843231,0.0,0.0
1999-11-26 00:00:00-05:00,24.713602099668993,25.0914859435439,24.638025975768997,24.902544021606445,1729466,0.0,0.0
1999-11-29 00:00:00-05:00,24.789187359591438,25.658319496983953,24.524667621281406,25.469377517700195,4074751,0.0,0.0
1999-11-30 00:00:00-05:00,25.393790580598665,25.960616313582168,24.75138872809231,25.507156372070312,4310034,0.0,0.0
1999-12-01 00:00:00-05:00,25.5071552367526,26.26292284709156,25.318213334167858,25.960615158081055,2957329,0.0,0.0
1999-12-02 00:00:00-05:00,26.45186841187619,27.20763773903696,26.111772617700726,26.678598403930664,3069868,0.0,0.0
1999-12-03 00:00:00-05:00,27.16984842165,27.62330841173576,26.79196455918268,26.90532875061035,3041629,0.0,0.0
1999-12-06 00:00:00-05:00,27.358786968079702,28.07676492819,27.32099729675824,27.661094665527344,2250780,0.0,0.0
1999-12-07 00:00:00-05:00,27.661101025624035,27.812253296914843,26.79196740476332,27.358793258666992,2215970,0.0,0.0
1999-12-08 00:00:00-05:00,27.358792639360068,27.585521041163947,27.0942745584012,27.321002960205078,1887859,0.0,0.0
1999-12-09 00:00:00-05:00,27.35879265623463,27.774466229694486,27.35879265623463,27.69888687133789,2029057,0.0,0.0
1999-12-10 00:00:00-05:00,27.623311997031397,27.774467496262208,27.056486129760742,27.056486129760742,1664738,0.0,0.0
1999-12-13 00:00:00-05:00,27.509937286376953,27.963400413116243,26.829747432829706,27.509937286376953,4020508,0.0,0.0
1999-12-14 00:00:00-05:00,27.434371034356655,27.434371034356655,25.431587198148616,25.9984130859375,2328928,0.0,0.0
1999-12-15 00:00:00-05:00,25.393791455831924,25.582734985526006,24.789179254435542,25.204851150512695,2917766,0.0,0.0
1999-12-16 00:00:00-05:00,25.39379320446613,28.568017959594727,25.39379320446613,28.568017959594727,2583923,0.0,0.0
1999-12-17 00:00:00-05:00,28.038981710151962,28.492441696355552,27.472155921303706,27.774463653564453,3708055,0.0,0.0
1999-12-20 00:00:00-05:00,27.963409423828125,28.37907979144892,27.887830062101163,28.341293334960938,1196828,0.0,0.0
1999-12-21 00:00:00-05:00,28.227929453964713,28.227929453964713,27.812255833441682,28.190139770507812,2259448,0.0,0.0
1999-12-22 00:00:00-05:00,28.19013786262153,28.7569637298584,28.00119590687591,28.7569637298584,1905754,0.0,0.0
1999-12-23 00:00:00-05:00,28.719173629963297,30.23070908417189,28.681383953858045,30.079553604125977,2159491,0.0,0.0
1999-12-27 00:00:00-05:00,30.1929105851456,32.157905456534294,29.966179043519382,31.931177139282227,2029616,0.0,0.0
1999-12-28 00:00:00-05:00,32.80031867953712,37.183773040771484,32.61137673680073,37.183773040771484,3560007,0.0,0.0
1999-12-29 00:00:00-05:00,38.09069956481272,47.802316430938085,38.05291310445377,43.532230377197266,10518552,0.0,0.0
1999-12-30 00:00:00-05:00,45.95066949980672,48.36912460134273,44.89259418374422,47.91566467285156,6671116,0.0,0.0
1999-12-31 00:00:00-05:00,48.06683682994711,48.33135494476044,46.101837749903446,46.744239807128906,1931197,0.0,0.0
2000-01-03 00:00:00-05:00,47.61337445601589,47.72674028584437,40.735887213723366,43.532230377197266,4674353,0.0,0.0
2000-01-04 00:00:00-05:00,41.18933659454091,41.64279979590053,39.14876508592259,40.20684051513672,4765083,0.0,0.0
2000-01-05 00:00:00-05:00,40.05568599208768,40.20684147092579,36.46579254140241,37.712806701660156,5758642,0.0,0.0
2000-01-06 00:00:00-05:00,37.259339342723955,37.48607090393833,35.143188852637955,36.27684020996094,2534434,0.0,0.0
2000-01-07 00:00:00-05:00,35.71002237503783,39.866744931583256,35.67223592278523,39.29991912841797,2819626,0.0,0.0
2000-01-10 00:00:00-05:00,41.7183850811514,42.09626901567044,40.84925138688248,41.68059539794922,2148446,0.0,0.0
2000-01-11 00:00:00-05:00,41.68056836248497,41.68056836248497,40.16903360484276,41.11374282836914,1855985,0.0,0.0
2000-01-12 00:00:00-05:00,41.11374556575421,41.11374556575421,38.73307751908628,40.28240203857422,1429874,0.0,0.0
2000-01-13 00:00:00-05:00,41.340495383202224,42.20962895630205,39.90453598734711,40.88703536987305,1134337,0.0,0.0
2000-01-14 00:00:00-05:00,40.50914094043636,41.945096738028084,40.50914094043636,41.340484619140625,1316916,0.0,0.0
2000-01-18 00:00:00-05:00,41.49165210077199,44.06126341801371,41.18934431797138,43.22991943359375,2101753,0.0,0.0
2000-01-19 00:00:00-05:00,43.53221746305905,43.53221746305905,42.209624030960356,42.3229866027832,2624885,0.0,0.0
2000-01-20 00:00:00-05:00,42.776438411173466,42.8520177438185,40.81144347426212,41.189327239990234,2007947,0.0,0.0
2000-01-21 00:00:00-05:00,41.79396187862687,41.94511416505469,40.16906028983684,41.567230224609375,1918336,0.0,0.0
2000-01-24 00:00:00-05:00,41.41607666015625,43.41886212758925,41.113768872253516,41.41607666015625,2095882,0.0,0.0
2000-01-25 00:00:00-05:00,41.567217996493895,42.09625729211165,40.16904847303054,40.9248161315918,1153769,0.0,0.0
2000-01-26 00:00:00-05:00,41.07597167933179,41.86952578776886,41.03818200657892,41.30270004272461,1022357,0.0,0.0
2000-01-27 00:00:00-05:00,42.247410292780025,42.625294128846924,40.660298826174,41.37827682495117,868577,0.0,0.0
2000-01-28 00:00:00-05:00,42.02068769481892,42.02068769481892,40.77367021971913,41.151554107666016,1609238,0.0,0.0
2000-01-31 00:00:00-05:00,40.84925017537559,40.887039857457005,39.14877252047268,40.017906188964844,1040392,0.0,0.0
2000-02-01 00:00:00-05:00,40.05568960141019,43.53222401107299,40.05568960141019,42.927608489990234,1404291,0.0,0.0
2000-02-02 00:00:00-05:00,43.45662626325313,46.252967834472656,43.267684395915616,46.252967834472656,1945177,0.0,0.0
2000-02-03 00:00:00-05:00,45.459422110104455,47.00874710083008,44.62807833006562,47.00874710083008,1779514,0.0,0.0
2000-02-04 00:00:00-05:00,47.008748873755685,47.008748873755685,45.34605802659516,46.10182571411133,1145661,0.0,0.0
2000-02-07 00:00:00-05:00,46.970968204480926,48.36913804955538,46.10183455233987,48.06683349609375,1274277,0.0,0.0
2000-02-08 00:00:00-05:00,48.822590969029626,49.69172449415265,47.31105552512003,47.76451873779297,1169707,0.0,0.0
2000-02-09 00:00:00-05:00,46.93316231286648,47.575567328031056,45.761724511866674,45.79951095581055,1182848,0.0,0.0
2000-02-10 00:00:00-05:00,46.555285770736006,47.65114755408086,45.53499688180321,46.36634063720703,1066814,0.0,0.0
2000-02-11 00:00:00-05:00,46.252975909873975,46.441917810199236,45.23268706861792,45.572784423828125,751705,0.0,0.0
2000-02-14 00:00:00-05:00,45.4972053728975,46.51749092394578,45.232684150010535,46.21518325805664,837682,0.0,0.0
2000-02-15 00:00:00-05:00,46.29077177019686,50.18297635339103,46.29077177019686,49.502784729003906,2017594,0.0,0.0
2000-02-16 00:00:00-05:00,48.36913554376335,49.5027872336416,47.99125164713727,48.973751068115234,1801742,0.0,0.0
2000-02-17 00:00:00-05:00,48.97374662280418,58.6475715637207,46.93317183161958,58.6475715637207,944908,0.0,0.0
2000-02-18 00:00:00-05:00,53.508359881780954,57.967390678023236,53.24384178886308,56.682586669921875,4060072,0.0,0.0
2000-02-22 00:00:00-05:00,58.042948934959384,58.87429590903407,54.41526946308645,55.32218933105469,2227993,0.0,0.0
2000-02-23 00:00:00-05:00,55.39778093726108,60.76373551244332,55.39778093726108,59.856815338134766,1690042,0.0,0.0
2000-02-24 00:00:00-05:00,61.29277621135528,69.79516555669218,60.76373994184028,64.5425796508789,2956351,0.0,0.0
2000-02-25 00:00:00-05:00,62.50198918860884,68.88822513636948,62.42640983706724,65.3739013671875,2048210,0.0,0.0
2000-02-28 00:00:00-05:00,65.37390344875573,66.01630861106372,59.40334084686513,61.0660285949707,1675363,0.0,0.0
2000-02-29 00:00:00-05:00,61.33053389953158,64.61812531062421,61.25495456528285,62.80427932739258,958049,0.0,0.0
2000-03-01 00:00:00-05:00,63.18216909438123,67.56562257538776,63.03101686029465,65.97850799560547,1037875,0.0,0.0
2000-03-02 00:00:00-05:00,66.46975312684337,66.50753634443159,61.97293760273601,63.66396713256836,1188300,0.0,0.0
2000-03-03 00:00:00-05:00,63.44670989580391,67.56564340011286,63.44670989580391,65.29833984375,1215841,0.0,0.0
2000-03-06 00:00:00-05:00,68.32140946992699,97.94750721045946,68.01909846771427,96.1336669921875,5693495,0.0,0.0
2000-03-07 00:00:00-05:00,94.3198149288869,97.34288608554996,79.2044591455716,85.85521697998047,7710809,0.0,0.0
2000-03-08 00:00:00-05:00,88.27365821343886,91.9013442993164,84.64597212756132,91.9013442993164,3953963,0.0,0.0
2000-03-09 00:00:00-05:00,88.87825052631554,93.11055093417494,87.66901999585629,92.50593566894531,2514583,0.0,0.0
2000-03-10 00:00:00-05:00,92.50597481438935,93.639626498138,84.64598593781496,85.85521697998047,2479353,0.0,0.0
2000-03-13 00:00:00-05:00,78.63763557777595,84.00358961552826,78.2975413525665,79.3556137084961,2626702,0.0,0.0
2000-03-14 00:00:00-05:00,80.41366450892248,82.22750404419945,71.87348992876703,73.38502502441406,3522960,0.0,0.0
2000-03-15 00:00:00-05:00,77.46618111436146,77.46618111436146,68.47254825970506,69.07716369628906,3046242,0.0,0.0
2000-03-16 00:00:00-05:00,70.13525001446796,74.36755247512602,67.71679422927099,71.38227081298828,2769578,0.0,0.0
2000-03-17 00:00:00-05:00,72.13801734071687,76.78598557920954,71.4200329496699,73.23387908935547,1563803,0.0,0.0
2000-03-20 00:00:00-05:00,72.81821647805114,73.46062162418542,68.32139980136171,68.77485656738281,1420648,0.0,0.0
2000-03-21 00:00:00-05:00,66.9610313939116,69.5306396484375,63.937959824468585,69.5306396484375,2528283,0.0,0.0
